"","Dispersion","AIC","logLik","meanExp","(Intercept)","TreatmentVariable","OriginFlat","TreatmentVariable:OriginFlat","se_(Intercept)","se_TreatmentVariable","se_OriginFlat","se_TreatmentVariable:OriginFlat","Chisq_Treatment","Chisq_Origin","Chisq_Treatment:Origin","Df_Treatment","Df_Origin","Df_Treatment:Origin","P_Treatment","P_Origin","P_Treatment:Origin","Treatment","Origin","Treatment:Origin","Stable_OriginFC","Variable_OriginFC","maxGroupFC","col","Gene"
"Pocillopora_acuta_HIv2___RNAseq.g30144.t1",0.101519299330036,484.341200150775,-236.170600075387,6.94860525321489,4.64457947923492,0.112825131104488,0.3632195284458,-0.0893206231099333,0.104533981267906,0.136490601944697,0.146386429705789,0.1956629187157,0.502028951779791,8.62051330916387,0.208394586442642,1,1,1,0.478609972468453,0.00332398161709892,0.648028631032951,0.999999999916938,0.0310860673184414,0.999427929836143,-0.519824989448764,-0.392206406183038,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g30144.t1"
"Pocillopora_acuta_HIv2___TS.g13052.t1",5.09135735857759,270.846746331968,-129.423373165984,1.97081902637537,2.7094381966862,0.0394339073706251,-1.84444074603667,-1.0777032652144,0.65560928382946,0.927055198128925,0.964856227285236,1.38978580675753,0.406017305610355,11.5870166435847,0.601315852247979,1,1,1,0.52399791713902,0.000664138727711894,0.438076408818147,0.999999999916938,0.0105315305755848,0.999427929836143,2.24698986681704,3.17486404962157,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___TS.g13052.t1"
"Pocillopora_acuta_HIv2___RNAseq.g11111.t1",0.28733599742823,364.356670101948,-176.178335050974,4.57820570414807,3.01226157552707,-0.208901194620367,0.655951241779998,0.0177238353669557,0.167460460688324,0.23882661947716,0.237664866007464,0.33824558577229,1.39939856760255,15.4496051892751,0.00274568770766755,1,1,1,0.236824295964184,8.47346423872854e-05,0.958210523757856,0.999999999916938,0.00267902609930345,0.999427929836143,-0.913433441447598,-0.930921617260715,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g11111.t1"
"Pocillopora_acuta_HIv2___RNAseq.g16870.t2",0.0574514559256205,530.403519897303,-259.201759948651,8.21173919133751,5.59041923581576,0.0424838754121339,0.278468784963376,-0.137864926813441,0.0743848135809708,0.101436799514998,0.105401331370386,0.14586012912143,0.109908243718832,7.61485954962508,0.893376248125119,1,1,1,0.740248623196281,0.00578892675716593,0.344564013753215,0.999999999916938,0.0450172003045049,0.999427929836143,-0.400440643590324,-0.20217363563177,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g16870.t2"
"Pocillopora_acuta_HIv2___RNAseq.g25403.t1",0.0801088375424417,448.221484424502,-218.110742212251,6.6983100094041,4.55036194949311,-0.032203140494654,0.243172107744895,0.0720608147858918,0.0869251031874249,0.123047684297282,0.124866100956286,0.176585434046129,0.00099657695518578,9.99972000854372,0.166528504654566,1,1,1,0.974816078798877,0.00156564027933157,0.683215645955212,0.999999999916938,0.0193553465809434,0.999427929836143,-0.347564200732458,-0.45056935196161,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g25403.t1"
"Pocillopora_acuta_HIv2___RNAseq.g16872.t2",0.0586238673786419,507.856065477069,-247.928032738534,7.8732495198309,5.41387570718232,-0.106846400032265,0.197259705089034,0.0968229282064888,0.0725017976177693,0.102737100300999,0.104491159672041,0.147925993527338,0.662048740468391,11.0237543481317,0.428417730223921,1,1,1,0.415837591301104,0.00089951703808734,0.512766366944805,0.999999999916938,0.0133246864508697,0.999427929836143,-0.283439799620924,-0.422457458823521,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g16872.t2"
"Pocillopora_acuta_HIv2___TS.g3599.t1",0.427016170810671,343.760087692657,-165.880043846329,3.71020040867032,2.52739392366396,-0.198085760528614,0.445348831665329,0.345402510936852,0.205524107996796,0.293152323729211,0.292764160112475,0.415021079967283,0.015400298745333,8.84745005713028,0.692644943994808,1,1,1,0.901237729088888,0.00293498646215667,0.405266191647775,0.999999999916938,0.0295121347257915,0.999427929836143,-0.603635176450949,-1.06910734799572,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___TS.g3599.t1"
"Pocillopora_acuta_HIv2___RNAseq.g7850.t1",0.239411476696063,386.744434981078,-187.372217490539,4.86049626497448,3.27083556380169,-0.0993134353153944,0.388053176628558,0.210045912975114,0.152037717688511,0.215780611423355,0.217306318578323,0.307455377416256,0.000727875819315262,10.2838633643123,0.466728460631112,1,1,1,0.978476344879096,0.00134198662699876,0.494496092223888,0.999999999916938,0.0175277712306324,0.999427929836143,-0.542765937063079,-0.8364946687517,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g7850.t1"
"Pocillopora_acuta_HIv2___RNAseq.g26979.t1",0.232690069747111,617.295701333141,-302.647850666571,8.59555283247213,6.1939754422665,0.191112802547823,-0.532548101783044,0.0664149599517581,0.140162008516858,0.198758162120966,0.209420129271476,0.286551799232719,2.40504589095678,10.9388261684044,0.0537187070096764,1,1,1,0.12094457753903,0.000941698118410112,0.816714356627122,0.999999999916938,0.0136498896609765,0.999427929836143,0.766238703991654,0.671046283951766,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g26979.t1"
"Pocillopora_acuta_HIv2___RNAseq.g12546.t1",1.03733997922344,312.842433651179,-150.421216825589,2.8880186024809,2.65675690671466,-0.0657087962857642,-1.29636327359828,0.842703948894933,0.303797946695338,0.430097464051149,0.458171129349565,0.638466260932407,0.992701969336836,7.30448989829033,1.74210430230128,1,1,1,0.319082885076093,0.00687825204326635,0.186872418474119,0.999999999916938,0.0497906259482334,0.999427929836143,1.63862489661894,0.597878388606444,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g12546.t1"
"Pocillopora_acuta_HIv2___RNAseq.g11160.t1",0.53041514041254,428.926209756049,-208.463104878025,5.03975173865585,3.28380489473167,0.027346206245695,0.898938969754891,-0.219423937985007,0.217543437665515,0.307516600816317,0.311338604713669,0.440538239852148,0.130588922088594,12.8419588547026,0.2480851595496,1,1,1,0.71782220418173,0.000338932612174305,0.618426614325439,0.999999999916938,0.00677128722651699,0.999427929836143,-1.26564820787739,-0.955076936532632,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g11160.t1"
"Pocillopora_acuta_HIv2___RNAseq.g24649.t1",0.143399659915552,360.775680647404,-174.387840323702,4.79658141602129,3.58120144031574,0.011534153245398,-0.422268651414577,-0.0960915412734583,0.119457719187212,0.168859982359591,0.176543162983841,0.250297953669244,0.0667386887617124,14.1087342731926,0.147385826336824,1,1,1,0.796145812848543,0.000172540744295417,0.701046179299441,0.999999999916938,0.00427169367559249,0.999427929836143,0.588816409420324,0.721822107905812,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g24649.t1"
"Pocillopora_acuta_HIv2___RNAseq.g24638.t1",0.0987171620609124,401.139887700529,-194.569943850264,5.90833384366799,4.42982424293058,-0.281412459438202,-0.575815632563062,0.411324593678416,0.0960181448305453,0.136973470691219,0.141846969915883,0.200821317009465,0.808339081311265,13.6225866295284,4.19517162841216,1,1,1,0.368611757845571,0.000223480573059508,0.0405392495126336,0.999999999916938,0.00505702774850477,0.999427929836143,0.81755890463142,0.233306478424515,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g24638.t1"
"Pocillopora_acuta_HIv2___RNAseq.g12873.t1",0.803788150691695,425.662966341529,-206.831483170765,4.79326622736424,2.92785485115146,0.0725539702864344,1.34374796590805,-0.304300410407913,0.267284821452831,0.377584731827742,0.381812564519799,0.539981918527519,0.0797663787042298,19.4789469926093,0.317575244433755,1,1,1,0.777614256990782,1.01714595558198e-05,0.5730684909395,0.999999999916938,0.000561593474073858,0.999427929836143,-1.88341205590264,-1.45470764470886,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g12873.t1"
"Pocillopora_acuta_HIv2___RNAseq.g20666.t1",0.081100088132675,411.49541337886,-199.74770668943,6.15826908218719,4.55299931365917,-0.280973574199619,-0.448104540541915,0.367110005817512,0.0873858690327612,0.124729312579887,0.128484540570615,0.182147309868261,1.43351903197534,8.494931012977,4.06206548288771,1,1,1,0.231190988126432,0.00356137279631612,0.0438568244991172,0.999999999916938,0.0324769075400941,0.999427929836143,0.637999772912008,0.11517643663267,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g20666.t1"
"Pocillopora_acuta_HIv2___RNAseq.g29439.t1",0.142883949756101,302.171425489907,-145.085712744954,3.93301297633162,2.65089178726226,-0.223143551314212,0.274222919077775,0.21825356602002,0.133376674724342,0.192481846270091,0.188830112925784,0.2698298022514,0.690388600975229,7.98293852698203,0.65424869715371,1,1,1,0.4060322345719,0.00472202332888409,0.418597742668909,0.999999999916938,0.0395568392874198,0.999427929836143,-0.372623744048629,-0.664270366044369,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g29439.t1"
"Pocillopora_acuta_HIv2___RNAseq.g3550.t1",0.0941495152698835,437.879832421691,-212.939916210846,6.46141380480483,4.67981372898387,0.0716189639825353,-0.449667625602711,0.0145101897474054,0.092839507099485,0.131091120010578,0.136018158535836,0.191935599378563,0.670193489383376,21.2495009155672,0.00571524848021687,1,1,1,0.4129841559716,4.03215345123883e-06,0.939737923281,0.999999999916938,0.000268416139785382,0.999427929836143,0.641220441870478,0.621077970985635,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g3550.t1"
"Pocillopora_acuta_HIv2___TS.g21715.t1",0.147343552022807,365.642925699963,-176.821462849982,4.83592458431342,3.56231650615177,0.0775251477848539,-0.495799137701226,0.110812782858121,0.12343982719425,0.171134953451234,0.181739971627958,0.252781848253265,1.04068597747793,11.6388685469277,0.19217104561292,1,1,1,0.307661985362663,0.00064587877227255,0.661115784585577,0.999999999916938,0.0102957383342986,0.999427929836143,0.689963752083356,0.538188022151213,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___TS.g21715.t1"
"Pocillopora_acuta_HIv2___RNAseq.g14741.t1",0.0473106140490289,347.255910370646,-167.627955185323,4.98290304697,3.3650714243989,-0.0677833668737315,0.265893207259928,0.0210278573608858,0.0849459282670202,0.117896930503271,0.119481292812612,0.165471432592231,0.473600896675138,10.0558901474217,0.0161489388866591,1,1,1,0.491335235338878,0.00151861623675154,0.898878287544346,0.999999999916938,0.0190561050551199,0.999427929836143,-0.372306566652408,-0.401048358998899,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g14741.t1"
"Pocillopora_acuta_HIv2___RNAseq.g17850.t3",0.167843083657498,457.423270854673,-222.711635427337,6.55390556908578,4.26502454400075,0.174681202259802,0.658929896989233,-0.391565467778316,0.123117100486186,0.173574058635814,0.176286873732313,0.249251744707676,0.0149006935734546,13.8056341228122,2.46792725783112,1,1,1,0.902844850122261,0.000202727381684696,0.116191057792687,0.999999999916938,0.00477226076636367,0.999427929836143,-0.940954854850196,-0.381772815562559,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g17850.t3"
"Pocillopora_acuta_HIv2___RNAseq.g19855.t1",1.4874788590531,305.489969470155,-146.744984735077,2.69125852688697,2.68130689821724,-0.0363148202638355,-1.3505012704744,0.232059360097346,0.360086176930697,0.509446127848711,0.537503930563882,0.757470300447629,0.0331614026791525,10.6104440667635,0.0938570634388349,1,1,1,0.855502109761357,0.00112450680168024,0.759329797725953,0.999999999916938,0.0154865599565547,0.999427929836143,1.70561468763588,1.42887128668984,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g19855.t1"
"Pocillopora_acuta_HIv2___RNAseq.g6209.t1",0.21756645310366,268.195961509472,-128.097980754736,3.04289081608764,2.21557371192249,0.283126261999834,-0.662225282092894,0.208281330557908,0.164989165155146,0.228475979748873,0.257353729486642,0.350363035267894,4.60490078407437,9.91367759142059,0.353398031988302,1,1,1,0.0318806979892972,0.00164054971787201,0.552195860861677,0.999999999916938,0.0199673445447542,0.999427929836143,0.827926545666696,0.593287318612023,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g6209.t1"
"Pocillopora_acuta_HIv2___RNAseq.g1054.t1",0.95889111652152,367.074036490271,-177.537018245135,3.69617855170142,3.22923861190375,0.2047485925814,-1.00954117871547,-0.0665982540981798,0.288455282008923,0.407188161904856,0.424563953006152,0.598852134501319,0.339455166780641,12.1342620793312,0.0123676300120703,1,1,1,0.560143878902078,0.000495038527047647,0.91144994350081,0.999999999916938,0.00871152217720888,0.999427929836143,1.36367788603353,1.46790977255843,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g1054.t1"
"Pocillopora_acuta_HIv2___RNAseq.g5321.t1",1.87238922828121,463.512548877097,-225.756274438549,4.88497615485696,2.62103887875989,-0.387446235340702,2.56837608260707,0.221911964558602,0.402581480222466,0.571850246969404,0.576847368146542,0.81759897090368,0.46558604621665,42.9363861116341,0.0736683196882839,1,1,1,0.495024833077956,5.65490502070663e-11,0.786068725089202,0.999999999916938,1.56111211901701e-08,0.999427929836143,-3.61212117886075,-3.88815372652245,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g5321.t1"
"Pocillopora_acuta_HIv2___RNAseq.g11428.t1",1.48799637341895,295.761611301174,-141.880805650587,2.51808620916092,1.22561197942946,0.514488631524692,1.39460005670713,-0.71030027548291,0.385310484075348,0.535806490353159,0.538844494844238,0.756503773754023,0.174865555664697,7.47767197879106,0.881580080439176,1,1,1,0.67582334679577,0.00624687899097357,0.347769273107481,0.999999999916938,0.04673098249715,0.999427929836143,-1.74197979321557,-0.876340738582726,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g11428.t1"
"Pocillopora_acuta_HIv2___TS.g8422.t2",1.01315440841845,396.536381994548,-192.268190997274,4.31310061010893,2.46473937289352,-0.186404282121532,1.58467121719964,0.0759241516795128,0.30251687352461,0.42951664454589,0.43035745429634,0.609960166386957,0.237926287423103,28.3021387968755,0.0154937644027432,1,1,1,0.625707887389226,1.0378125494019e-07,0.900940024289933,0.999999999916938,1.7035255630169e-05,0.999427929836143,-2.1933943355315,-2.28283134650331,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___TS.g8422.t2"
"Pocillopora_acuta_HIv2___RNAseq.g2834.t1",0.117334121162926,429.753759914937,-208.876879957468,5.98899890745148,4.00423238866183,0.0478285579464456,0.328976625344872,0.00519457890055062,0.117229184686612,0.150624779881167,0.164105262421432,0.215738817608556,0.218624857447466,7.36570044901129,0.000579754470208629,1,1,1,0.640089711428323,0.00664796987319077,0.980790319038814,0.999999999916938,0.0484702770761544,0.999427929836143,-0.467350430575245,-0.475086434830483,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g2834.t1"
"Pocillopora_acuta_HIv2___RNAseq.7549_t",0.332217854491131,397.376087304912,-192.688043652456,4.90054295322119,3.24843462724188,-0.179897309323241,0.574260270059486,0.272855185500598,0.17584360737409,0.249959373844414,0.251218169096768,0.35592460601334,0.064879350872322,15.9256904327517,0.587690130862024,1,1,1,0.798943806678971,6.58784311428756e-05,0.44331372337709,0.999999999916938,0.00223522722365777,0.999427929836143,-0.804725943971927,-1.18503863180209,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.7549_t"
"Pocillopora_acuta_HIv2___RNAseq.g4902.t1",0.0836964201896372,507.914037860882,-247.957018930441,7.46442461938338,5.4455444541927,-0.201340616656549,-0.386296815700015,0.170862838863915,0.0941326983640216,0.12190973157812,0.135446582707004,0.177051118527884,1.85278364185936,8.5723520324877,0.931317762554794,1,1,1,0.173459987124562,0.00341305965606829,0.334520739258826,0.999999999916938,0.0315028210869899,0.999427929836143,0.55438841012991,0.308985744330401,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g4902.t1"
"Pocillopora_acuta_HIv2___TS.g3101.t1",0.178575391485048,395.141169628703,-191.570584814351,5.22932517736846,4.01337549968844,-0.084823192309081,-0.576460035424202,-0.0194819999391956,0.12801296196864,0.181405497079797,0.188534967290222,0.267480128886127,0.494913786165575,19.2086059267483,0.00530498338101879,1,1,1,0.481743526593543,1.17183913601997e-05,0.941937166795724,0.999999999916938,0.000624301829783517,0.999427929836143,0.811824180927149,0.837262065615422,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___TS.g3101.t1"
"Pocillopora_acuta_HIv2___RNAseq.g9555.t1",0.0490341260034736,381.416709229397,-184.708354614698,5.54025187400872,3.74794722306737,0.0449331201117894,0.133685474333082,0.0479806587201996,0.0339215644305814,0.0358090430483397,0.0374069506678059,0.0378712999219053,2.10749069825282,13.8915165427825,1.60513656196278,1,1,1,0.146579500845954,0.000193670669358795,0.205176801336218,0.999999999916938,0.00463085942830428,0.999427929836143,-0.188704908067915,-0.256798411459869,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g9555.t1"
"Pocillopora_acuta_HIv2___RNAseq.g14952.t1",1.88271681276612,335.817896795693,-161.908948397846,2.98752146415845,1.77424588673595,0.228078351627975,1.34179149190713,-0.343848301551675,0.413554220028734,0.582384540036457,0.588398781874552,0.830686356077578,0.0202310488534898,7.92543877353257,0.171340335268728,1,1,1,0.886893682601701,0.00487445226283871,0.678923346259255,0.999999999916938,0.0402282347940889,0.999427929836143,-1.77234787638531,-1.3270870138974,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g14952.t1"
"Pocillopora_acuta_HIv2___RNAseq.g13646.t1",0.0802003198563702,426.200533959697,-207.100266979848,6.24969359590424,4.28473532706451,-0.179340928655828,0.16111934914334,0.362905493689383,0.0884955988302429,0.126049470425642,0.127234171283936,0.180066181045633,0.000280693378819581,14.4556735246703,4.06183967631013,1,1,1,0.986632942114014,0.000143496951094647,0.0438626890861344,0.999999999916938,0.00374040142412465,0.999427929836143,-0.229525531456485,-0.746434263874132,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g13646.t1"
"Pocillopora_acuta_HIv2___RNAseq.g14933.t1",0.214761456188922,419.012567651525,-203.506283825763,5.47738831697353,4.2380634828033,-0.296225436797256,-0.616932083339278,0.304319365369171,0.142289007165899,0.196999972545278,0.205852592505416,0.288002304770998,1.14584437042789,9.82484778080469,1.11652191715158,1,1,1,0.284420761067346,0.00172169949189366,0.290668609635089,0.999999999916938,0.0206651373204462,0.999427929836143,0.872633715226468,0.440957513956438,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g14933.t1"
"Pocillopora_acuta_HIv2___RNAseq.g13767.t1",0.203083274830795,421.230143193751,-204.615071596875,5.62166181756204,4.26811422695544,-0.0926449673780036,-0.722607627777995,0.309695665100757,0.141072241918314,0.19077217379119,0.202656651734529,0.279443784961288,0.137192403603772,15.0633367376543,1.22823464338702,1,1,1,0.71108825145844,0.000103963062012161,0.267750632785902,0.999999999916938,0.00295050768368701,0.999427929836143,1.02153345147449,0.584586315110262,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g13767.t1"
"Pocillopora_acuta_HIv2___TS.g15872.t3",0.185111114707367,427.241184317089,-207.620592158544,5.5320287365133,4.20167382255617,-0.176077289543106,-0.625067637968321,0.476308054360603,0.132209461367787,0.184154958383713,0.194499867705699,0.269087153027023,0.12875764996824,7.66154242179627,3.13321302536282,1,1,1,0.719723643416174,0.00564102587292056,0.076712411805769,0.999999999916938,0.0443784625447093,0.999427929836143,0.883420961715407,0.210561746270372,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___TS.g15872.t3"
"Pocillopora_acuta_HIv2___RNAseq.g30781.t1",0.190517095922199,507.510823030536,-247.755411515268,7.03444061784606,5.37218721511451,-0.453423574889711,-0.652876984748541,0.467116902031093,0.127527904708951,0.180966050857046,0.185456063421649,0.262676056729727,3.12071635976368,10.2279017880248,3.16235184251131,1,1,1,0.0773027927689435,0.00138331936870949,0.0753545524022635,0.999999999916938,0.0178257926216995,0.999427929836143,0.93577301578471,0.2658600767464,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g30781.t1"
"Pocillopora_acuta_HIv2___RNAseq.g11776.t1",0.0689615930118789,497.76573275916,-242.88286637958,7.56616889918034,5.13873529672357,-0.0117995469311582,0.264351501735794,0.0440214243144772,0.0789656547241206,0.111700331591677,0.113640637764046,0.160689997892435,0.0139139500910426,12.7038501051206,0.0750499643009043,1,1,1,0.906101405732942,0.000364903502770157,0.784121136269151,0.999999999916938,0.00724249271174824,0.999427929836143,-0.379423148852789,-0.442627727367169,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g11776.t1"
"Pocillopora_acuta_HIv2___RNAseq.g26200.t1",0.126332352055046,704.738672388718,-346.369336194359,10.3489945496955,6.98292502440627,0.0479764494573887,0.416554328753041,0.0248630562148137,0.114201022411654,0.14645334241952,0.163047270869641,0.211382001766399,0.321932207862117,11.9628958590109,0.0138348040123452,1,1,1,0.570448766106982,0.00054270459493296,0.906367613293098,0.999999999916938,0.0094173110530027,0.999427929836143,-0.600505301769807,-0.636375794646128,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g26200.t1"
"Pocillopora_acuta_HIv2___RNAseq.g13603.t1",0.19265831062903,535.755510488534,-261.877755244267,7.56440512924037,4.98360662170834,0.0889596301219155,0.520245624013441,0.107631697546995,0.128939162043094,0.182214204369493,0.185766873646333,0.26249571254217,1.1527217169396,19.1364653350131,0.16812641454275,1,1,1,0.282980122944465,1.21697408609938e-05,0.681782318458401,0.999999999916938,0.000632426918256558,0.999427929836143,-0.74656936880821,-0.901640334916292,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g13603.t1"
"Pocillopora_acuta_HIv2___RNAseq.g21232.t1",0.0605379012704866,353.39343410976,-170.69671705488,5.22170222126754,3.54041159128518,-0.0600414765398847,0.207198382193875,0.0705243927319023,0.0871412710175143,0.122845781317393,0.123650338122658,0.17420614735075,0.0822376050917772,7.56601599860837,0.163889736887954,1,1,1,0.774287671163361,0.00594791150490796,0.685600289097136,0.999999999916938,0.0456716582677792,0.999427929836143,-0.291294586887918,-0.390179311100751,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g21232.t1"
"Pocillopora_acuta_HIv2___RNAseq.g13584.t1",0.240018405145309,323.80870434702,-155.90435217351,3.92375878896544,3.10234200861237,-0.184571276527906,-0.62408621469091,0.213694988246504,0.154100122731771,0.219665381313543,0.230636025273991,0.326995747390429,0.293381405210199,10.0293966954885,0.427075309585286,1,1,1,0.588061750259146,0.00154061489452939,0.513427549896831,0.999999999916938,0.019178313363168,0.999427929836143,0.847573890848764,0.555009278619783,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g13584.t1"
"Pocillopora_acuta_HIv2___TS.g18100.t1",0.334998824372493,460.295163473112,-224.147581736556,5.92298935232955,3.7495040759318,0.393630650471222,0.51189457095991,0.0867357660245791,0.172850253125437,0.243138959194457,0.248221301436771,0.349429764229801,6.22306850177491,10.1158502164482,0.0616136087476939,1,1,1,0.0126096387654486,0.00146999605371744,0.803963506467473,0.999999999916938,0.0187560195700909,0.999427929836143,-0.725158769993918,-0.853451336946765,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___TS.g18100.t1"
"Pocillopora_acuta_HIv2___RNAseq.g2711.t1",0.213212783918503,446.300626544207,-217.150313272103,6.05398295469855,4.02683867985735,-0.0676140729421649,0.46281861900924,0.178571143527803,0.138757542852774,0.196497446583782,0.199140962399028,0.281622208878535,0.0188391819745,15.3735930717087,0.402058046756841,1,1,1,0.890828527469619,8.82125070308446e-05,0.526028305375733,0.999999999916938,0.00271150788361831,0.999427929836143,-0.658311951422065,-0.912486005695936,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g2711.t1"
"Pocillopora_acuta_HIv2___RNAseq.g12745.t1",1.51112866446559,572.10249548383,-280.051247741915,6.72665267072022,3.93182607117372,-0.27684812861253,2.17479175079191,0.443622038623455,0.357080938005998,0.505471846059038,0.514783796265851,0.72829157054561,0.0301567025611675,43.2832472118176,0.371035667221461,1,1,1,0.862135148598309,4.73621268694327e-11,0.542440281323933,0.999999999916938,1.36975647840339e-08,0.999427929836143,-3.11275776520329,-3.7434539254985,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g12745.t1"
"Pocillopora_acuta_HIv2___RNAseq.g20587.t2",4.85466569133684,270.787923089767,-129.393961544883,1.931938669284,2.59338729278207,0.106294658649621,-2.41676375709956,0.811899023367457,0.640924750436625,0.906059789130245,0.963489150911996,1.34544490795267,0.501838330038346,8.84812727603409,0.364143195709013,1,1,1,0.478693487729704,0.00293389766024919,0.546214166328089,0.999999999916938,0.0295121347257915,0.999427929836143,2.71246463231109,1.99278908510487,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g20587.t2"
"Pocillopora_acuta_HIv2___RNAseq.g22559.t1",0.125795967642602,718.219642350484,-353.109821175242,10.7745949286912,7.11212367497013,0.434366596400134,0.564097062970539,-0.383532916071373,0.102712793229489,0.145173979553198,0.14841356072678,0.209824161368336,5.72365432040172,12.5866632984259,3.34113707057902,1,1,1,0.0167378589552859,0.000388509126035878,0.067567900972486,0.999999999916938,0.00751455102596278,0.999427929836143,-0.81331334162722,-0.260373229169751,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g22559.t1"
"Pocillopora_acuta_HIv2___RNAseq.g136.t1",0.256423192968601,366.390578421416,-177.195289210708,4.41526876964444,3.10654663989428,-0.333307087823376,0.182533443647174,0.565225585756735,0.158424027781768,0.227314262318768,0.227594222012732,0.323066700497001,0.109620474578627,8.21783409970994,3.06097112458802,1,1,1,0.740576634405099,0.00414806798058366,0.0801937275430659,0.999999999916938,0.0358944487592156,0.999427929836143,-0.252991791266125,-1.03342238844698,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g136.t1"
"Pocillopora_acuta_HIv2___TS.g15832.t1",0.11057468716266,547.105253047597,-267.552626523798,7.99042162638033,5.3385809554703,0.0818040843182623,0.393772234365479,0.010853028872737,0.107459539407577,0.139266302242156,0.152396322953629,0.200270092333504,0.754622811532744,12.1699862709799,0.0029367685501828,1,1,1,0.385016556507463,0.000485646637387665,0.956782226105555,0.999999999916938,0.00857419595220086,0.999427929836143,-0.565847008945505,-0.581634057712899,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___TS.g15832.t1"
"Pocillopora_acuta_HIv2___TS.g12170.t1",0.719666770040402,300.316492202539,-144.158246101269,2.88309994892452,1.64424183463122,0.0792685358357947,0.88511657816645,0.0810742216562176,0.275805428251951,0.388472030921571,0.385667082112441,0.543302701358926,0.197578185727894,11.6197055084345,0.022268032533928,1,1,1,0.656682807283787,0.000652567326993392,0.881376273723859,0.999999999916938,0.0103751270522127,0.999427929836143,-1.13281110858345,-1.25182022311953,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___TS.g12170.t1"
